x_m,z_m
0.9569107673612103,-0.34828714119988174
0.9409622438586914,-0.3424823849472983
0.9250137203561737,-0.3366776286947153
0.909065196853655,-0.3308728724421319
0.8931166733511372,-0.32506811618954884
0.8771681498486186,-0.3192633599369655
0.8612196263461008,-0.3134586036843824
0.8452711028435821,-0.307653847431799
0.8293225793410643,-0.301849091179216
0.8133740558385465,-0.2960443349266329
0.797425532336028,-0.29023957867404954
0.7814770211240176,-0.2844347886536853
0.7655285301660343,-0.27862994298601956
0.7495800392080517,-0.27282509731835414
0.7336315482500684,-0.2670202516506884
0.7176830572920858,-0.26121540598302295
0.7017345663341025,-0.2554105603153572
0.6857860753761199,-0.24960571464769177
0.6698375844181366,-0.243800868980026
0.653889093460154,-0.23799602331236058
0.6379406025021707,-0.23219117764469482
0.6219920952032683,-0.22638637687318955
0.6060435717007496,-0.22058162062060618
0.5900950481982319,-0.21477686436802312
0.5741465246957131,-0.20897210811543973
0.5581980011931954,-0.20316735186285667
0.5422494776906776,-0.1973625956102736
0.5263009541881589,-0.19155783935769025
0.5103524306856412,-0.1857530831051072
0.49440390718312255,-0.1799483268525238
0.4784553836806047,-0.17414357059994073
0.462506860178086,-0.16833881434735734
0.4465583366755674,-0.16253405809477395
0.4306098131730496,-0.1567293018421909
0.4146612896705318,-0.15092454558960783
0.398712766168014,-0.14511978933702477
0.38276424266549447,-0.1393150330844411
0.3668157191629767,-0.13351027683185804
0.3508671956604589,-0.12770552057927498
0.3349186721579411,-0.12190076432669189
0.3189701486554233,-0.11609600807410883
0.3030216495959591,-0.11029118466500287
0.2870731586379766,-0.10448633899733745
0.27112466767999405,-0.098681493329672
0.25517617672201154,-0.09287664766200657
0.2392276857640273,-0.08707180199434052
0.2232791948060448,-0.08126695632667508
0.20733070384806226,-0.07546211065900964
0.19138221289007973,-0.0696572649913442
0.17543372193209553,-0.06385241932367815
0.15948523097411302,-0.058047573656012715
0.14353671152266279,-0.05224280627324853
0.127588188020145,-0.046438050020665464
0.11163966451762551,-0.040633293768081793
0.0956911410151077,-0.03482853751549873
0.0797426175125899,-0.02902378126291566
0.06379409401007212,-0.0232190250103326
0.04784557050755431,-0.017414268757749526
0.031897047005034845,-0.011609512505165856
0.015948523502517048,-0.005804756252582789
